Фрейм,Значение,А-группа,А-класс (сумма),Форма,А-класс (реальный),перф.EP,перф.ES,перф.P,перф.P2,перф.S,перф.MP,перф.EMP,перф.Q,имперф.P,имперф.P2,имперф.S,имперф.MP,Источник,Комментарии
,"скользить, кататься (с горки)",susuəkəči-,"<ES, P; P>",susuəkəči-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,скучать,ǯōŋgo- / ǯōŋgonase-,<S; S>,ǯōŋgo-,<?; S>,—,—,—,—,—,—,—,—,0,0,1,0,[Oskolskaya 2017],найхинский говор
,скучать,ǯōŋgo- / ǯōŋgonase-,<S; S>,ǯōŋgonase-,<S; ?>,0,0,0,0,1,0,0,0,—,—,—,—,[Oskolskaya 2017],найхинский говор
,слушать,dosoǯa-,<P; P>,dosoǯa-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,слышать,dolǯe-,"<ES, S; S>",dolǯe-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,"сообщать, говорить1",gusərə-,<P; P>,gusərə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,"сообщать, говорить2",un-,<ES; —>,un-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,сохнуть,xolgo-,<ES; P>,xolgo-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,спешить,buduri-,<P; P>,buduri-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,стрелять (из ружья),meočala- / meočače-,<ES; P>,meočala-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,стрелять (из ружья),meočala- / meočače-,<ES; P>,meočače-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,таять,ūn-,<ES; P>,ūn-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,терять,xuədə-,<ES; —>,xuədə-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,течь,xəjə-,<P; P>,xəjə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,трескаться,kaltā- / kaltānase-,"<Q, MP; MP>",kaltā-,<Q; MP>,0,0,0,0,0,0,0,1,0,0,0,1,[Oskolskaya 2017],найхинский говор
,трескаться,kaltā- / kaltānase-,"<Q, MP; MP>",kaltānase-,<MP; ?>,0,0,0,0,0,1,0,0,—,—,—,—,[Oskolskaya 2017],найхинский говор
,тянуть1,tata-,<P; P>,tata-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,тянуть2,toaŋgo-,<P; P>,toaŋgo-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,убивать,wā-,"<ES, P; P>",wā-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačela-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,[Oskolskaya 2017],найхинский говор
,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačeče-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],найхинский говор
,удивляться,ərdəŋgəsi-,<S; S>,ərdəŋgəsi-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,уметь,otole-,<ES; S>,otole-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,умирать,bu-,<ES; —>,bu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,уставать,jada-,<ES; S>,jada-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,уходить,ənu-,<ES; —>,ənu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,храпеть,xončera- / xončerap-,<Q; MP>,xončera-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],найхинский говор
,храпеть,xončera- / xončerap-,<Q; MP>,xončerap-,<Q; ?>,0,0,0,0,0,0,0,1,—,—,—,—,[Oskolskaya 2017],найхинский говор
,целовать,oǯo- / oǯoče- / oǯokta-,"<Q, P; P, MP>",oǯo- ,<Q; P>,0,0,0,0,0,0,0,1,1,0,0,0,[Oskolskaya 2017],найхинский говор
,целовать,oǯo- / oǯoče- / oǯokta-,"<Q, P; P, MP>",oǯoče-,<P; ?>,0,0,1,0,0,0,0,0,—,—,—,—,[Oskolskaya 2017],найхинский говор
,целовать,oǯo- / oǯoče- / oǯokta-,"<Q, P; P, MP>",oǯokta-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],найхинский говор
,"чесаться, зудеть",xotorse-,<S; S>,xotorse-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],найхинский говор
,чистить (рыбу),təlgəči-,"<ES, P; P>",təlgəči-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,читать,xola-,"<ES, P; P>",xola-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],найхинский говор
,бежать,tutu-,"<ES, P; P>",tutu-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
,бить,duktə-,"<ES, P; P>",duktə-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,болеть,ənulu- / ənusi-,<ES; S>,ənulu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,болеть,ənulu- / ənusi-,<ES; S>,ənusi-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,бояться,ŋə̄lə- / ŋə̄ləči-,<ES; S>,ŋə̄lə-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,бояться,ŋə̄lə- / ŋə̄ləči-,<ES; S>,ŋə̄ləči-,<S; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,"брать, держать",ǯapa- / ǯapača-,"<ES, P; S>",ǯapa-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,"брать, держать",ǯapa- / ǯapača-,"<ES, P; S>",ǯapača-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,бросать,ǯolola- / ǯoloče-,<Q; MP>,ǯolola-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,бросать,ǯolola- / ǯoloče-,<Q; MP>,ǯoloče-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,"быть, располагаться, находиться",bi-,<S; S>,bi-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,варить,puju- / pujuči-,"<ES, P; P>",puju-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,варить,puju- / pujuči-,"<ES, P; P>",pujuči-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,вечереть,siksəgu- / siksən-,<ES; S>,siksəgu-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,вечереть,siksəgu- / siksən-,<ES; S>,siksən-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,видеть,ičə- / ičəǯə-,"<ES, S; P>",ičə-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,видеть,ičə- / ičəǯə-,"<ES, S; P>",ičəǯə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,возвращаться,ǯiǯu-,<ES; P>,ǯiǯu-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,"вставать, стоять",ele- / elese-,"<ES, P; S>",ele-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,"вставать, стоять",ele- / elese-,"<ES, P; S>",elese-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,вянуть,xaŋma-,<ES; P>,xaŋma-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,гаснуть,gūp-,<ES; P>,gūp-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,гнить,n'ā-,<ES; P>,n'ā-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,гореть (разрушение),ǯəgdə-,"<ES, P; P>",ǯəgdə-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,гореть (эмиссия света),ǯəgdə- / ǯəgdəgu-,"<EP, ES, P; P>",ǯəgdə-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,гореть (эмиссия света),ǯəgdə- / ǯəgdəgu-,"<EP, ES, P; P>",ǯəgdəgu-,<EP; —>,1,0,0,0,0,0,0,0,0,0,0,0,,
,"достигать, доходить",ese-,<ES; —>,ese-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,драться,sore-,<P; P>,sore-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,думать (о),muruči-,"<ES, S; S>",muruči-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,,
,ждать,xalače-,<S; S>,xalače-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,жить,balǯe-,<S; S>,balǯe-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,жужжать,guəŋgi-,<P; P>,guəŋgi-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,забывать,oŋgo-,<ES; —>,oŋgo-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,заострять,gea-,<P; P>,gea-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,знать,sā-,"<ES, S; S>",sā-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,,
,"идти, падать (о дожде, снеге)",tugdə-,<P; P>,tugdə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,идти,ənə-,"<EP, P; P>",ənə-,"<EP, P; P>",1,0,1,0,0,0,0,0,1,0,0,0,,
,искать1,ičəktə-,<P; P>,ičəktə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,искать2,ičəčə-,<P; P>,ičəčə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,капать,sabda-,<P; P>,sabda-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,касаться,toŋgala- / toŋgase-,"<Q, S; S, MP>",toŋgala-,<Q; S>,0,0,0,0,0,0,0,1,0,0,1,0,,
,касаться,toŋgala- / toŋgase-,"<Q, S; S, MP>",toŋgase-,<S; MP>,0,0,0,0,1,0,0,0,0,0,0,1,,
,махать (крыльями),xarxe- / xarxepsen-,<Q; MP>,xarxe-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,махать (крыльями),xarxe- / xarxepsen-,<Q; MP>,xarxepsen-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,кашлять,siŋmusi- / siŋmupsin-,<Q; MP>,siŋmusi-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,кашлять,siŋmusi- / siŋmupsin-,<Q; MP>,siŋmupsin-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,кипеть,pujsi-,<P; P>,pujsi-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,кончать,xoǯe-,<ES; P>,xoǯe-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,копать,xulə-,"<ES, P; P>",xulə-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,кричать,mora- / morapsen-,<Q; MP>,mora-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,кричать,mora- / morapsen-,<Q; MP>,morapsen-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,крутиться,kəndəli-,<P; P>,kəndəli-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,курить,damaxela- / damaxeče-,"<EP, P; P>",damaxela-,<EP; P> ,1,0,0,0,0,0,0,0,1,0,0,0,,
,курить,damaxela- / damaxeče-,"<EP, P; P>",damaxeče-,<P; —>,0,0,1,0,0,0,0,0,0,0,0,0,,
,"курить, пить",ome-,"<ES, P; P>",ome-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,"лежать, спать",ao-,<S; S>,ao-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,ложиться,akkaŋgo-,"<ES, P; P>",akkaŋgo-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,лететь,dəgdə- / dəgdəgu-,"<EP, ES; P>",dəgdə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,лететь,dəgdə- / dəgdəgu-,"<EP, ES; P>",dəgdəgu-,"<EP, ES; —>",1,1,0,0,0,0,0,0,0,0,0,0,,
,лить,jəwəri- / jəwərsi-,"<ES, P; P>",jəwəri-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,лить,jəwəri- / jəwərsi-,"<ES, P; P>",jəwərsi-,<P; ?>,0,0,1,0,0,0,0,0,—,—,—,—,,
,ломать,bojale- / bojače-,"<ES, P; P>",bojale-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,ломать,bojale- / bojače-,"<ES, P; P>",bojače-,<P; —>,0,0,1,0,0,0,0,0,0,0,0,0,,
,лопаться,təkə̄-,<Q; —>,təkə̄-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,любить,uləsi-,<S; S>,uləsi-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,махать (платком),ole- / olepsen-,<Q; MP>,ole-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,махать (платком),ole- / olepsen-,<Q; MP>,olepsen-,<Q; ?>,0,0,0,0,0,0,0,1,—,—,—,—,,
,мёрзнуть,gəkči-,<ES; S>,gəkči-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,мочиться,čiəči-,"<ES, P; P>",čiəči-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,мочь,mutə-,<ES; S>,mutə-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,мучиться,ərulə-,"<ES, P; P>",ərulə-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,надевать,tətu-,"<ES, P; P>",tətu-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,находить (новое),bā-,<ES; P>,bā-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,начинать,təpčiu-,<ES; P>,təpčiu-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,объяснять,alose-,<ES; P>,alose-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,опухать,xaolo-,"<ES, S; S>",xaolo-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,,
,оставаться ,dərəǯi- / dərəǯigu-,<ES; —>,dərəǯi-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,оставаться ,dərəǯi- / dərəǯigu-,<ES; —>,dərəǯigu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,открывать,nixəli-,"<ES, P; P>",nixəli-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,отрывать1,gudəli- / gudəči-,"<ES, Q; P, MP>",gudəli-,<Q; P>,0,0,0,0,0,0,0,1,1,0,0,0,,
,отрывать1,gudəli- / gudəči-,"<ES, Q; P, MP>",gudəči-,<ES; MP>,0,1,0,0,0,0,0,0,0,0,0,1,,
,отрывать2,loptole-,<ES; P>,loptole-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,падать,tū-,<ES; P>,tū-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,пахать,anǯala-,"<ES, P; P>",anǯala-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,пачкаться,jaŋsana-,<ES; P>,jaŋsana-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,петь,ǯare-,<ES; P>,ǯare-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,пилить,pō-,"<ES, P; P>",pō-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,писать,niru-,<ES; P>,niru-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,"побеждать, выигрывать",dabǯe-,<ES; P>,dabǯe-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,подметать,xarpole-,<ES; P>,xarpole-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,"подходить, быть в пору",ača-,<ES; S>,ača-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,поливать,pisi-,"<ES, P; P>",pisi-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,помнить,ǯoŋgo-,<ES; —>,ǯoŋgo-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,помогать,bələči-,<ES; P>,bələči-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,прилипать,daksa-,<ES; S>,daksa-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,прислоняться,dərəpsin-,<ES; P>,dərəpsin-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,присоединяться,xopala-,<ES; —>,xopala-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,приходить,ǯi-,"<ES, P; P>",ǯi-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,просить,gələ-,"<ES, P; P>",gələ-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,радоваться,agda- / agdanase-,<ES; S>,agda-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,радоваться,agda- / agdanase-,<ES; S>,agdanase-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,"ремонтировать, чинить",taoče-,<ES; P>,taoče-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,сердить,tagdawan-,"<ES, S; S>",tagdawan-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,,
,сердиться,tagda- / tagdače-,<ES; S>,tagda-,<ES; ?>,0,1,0,0,0,0,0,0,—,—,—,—,,
,сердиться,tagda- / tagdače-,<ES; S>,tagdače-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,скапливаться,kampip-,<ES; —>,kampip-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,"скользить, кататься (с горки)",suruəči-,<P; P>,suruəči-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,скучать,ǯōŋgo-,<?; S>,ǯōŋgo-,<?; S>,—,—,—,—,—,—,—,—,0,0,1,0,,
,слушать,dosoǯa-,<P; P>,dosoǯa-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,слышать,dolǯe-,<ES; S>,dolǯe-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,"сообщать, говорить1",gusərə-,<P; P>,gusərə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,"сообщать, говорить2",un-,<ES; —>,un-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,сохнуть,xolgo-,<ES; P>,xolgo-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,спешить,busəsi-,<P; P>,busəsi-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,стрелять (из ружья),meočala-,<ES; P>,meočala-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,таять,ūŋ-,<ES; P>,ūŋ-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,терять,xuədə-,<ES; —>,xuədə-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,течь,xəjə- / xəjəgu-,<ES; P>,xəjə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,,
,течь,xəjə- / xəjəgu-,<ES; P>,xəjəgu-,<ES; ?>,0,1,0,0,0,0,0,0,—,—,—,—,,
,трескаться,kaltā- / kaltānase-,"<ES, Q, MP; MP>",kaltā-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,трескаться,kaltā- / kaltānase-,"<ES, Q, MP; MP>",kaltānase-,"<ES, MP; MP>",0,1,0,0,0,1,0,0,0,0,0,1,,
,тянуть,toan-,"<ES, P; P>",toan-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,,
,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačela-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,,
,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačeče-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,удивляться,iŋgəlsi-,<ES; S>,iŋgəlsi-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,уметь,otole-,<ES; S>,otole-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,умирать,bu-,<ES; —>,bu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,уставать,jada-,<ES; S>,jada-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,
,уходить,ənu-,<ES; —>,ənu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,,
,храпеть,xončera- / xončerap-,<Q; MP>,xončera-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,,
,храпеть,xončera- / xončerap-,<Q; MP>,xončerap-,<Q; ?>,0,0,0,0,0,0,0,1,—,—,—,—,,
,цвести,sela- / selago-,"<ES, S; S, P>",sela-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,,
,цвести,sela- / selago-,"<ES, S; S, P>",selago-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,целовать,oǯo- / oǯokta-,"<ES, Q, MP; P, MP>",oǯo-,<Q; P>,0,0,0,0,0,0,0,1,1,0,0,0,,
,целовать,oǯo- / oǯokta-,"<ES, Q, MP; P, MP>",oǯokta-,<ES. MP; MP>,0,1,0,0,0,1,0,0,0,0,0,1,,
,"чесаться, зудеть",xotorese-,<S; S>,xotorese-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,,
,чистить (рыбу),xəsisi-,<ES; P>,xəsisi-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,,
,чувствовать,uŋnə-,<ES; S>,uŋnə-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,,